source,target
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000000011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000000010000010001010100000000000000000000000000000000000000
000111000010111100010011111100000000000000010000000010000000000000,000111000010111100010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000010000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100000000000000010000000010000000000000,000000000010000000000000100100000000000000000000000000000000000000
000111000010111100010011111100000000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111100010011111100000000000000010000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100010000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111100010011111100000000000000010000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100010000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111100010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111100010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111100010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100010000000000000000000010000000000000
000111000010111100010011111100010000000000010000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100000000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100000000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000000000000000000,000110000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111100010011111100000000000000000000000000000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000100000010111000010011111100000000000000000000000010000000000000,000100000010111000010010111100000000000000000000000010000000000000
000110000010111000010011111100000000000000000000000010000000000000,000110000010111000010011101100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010000111000000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000100000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111000000000000000000000000000000000000000
000111000010111100010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000000000000010000000000000,000111000010111100010011111100000000000000000000000000000000000000
000111000010111100010011111100010000000000000000000010000000000000,000111000010111000010011111100010000000000000000000010000000000000
000111000010111100010011111100010000000000000000000010000000000000,000111000010111100010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000000,000111000010111100010011111100000000000000000000000000000000000000
100111000010111100010011111100010000000000000000000010000000000000,100000000010111000010011111000000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000000,000111000010111100010011111100010000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000000,000111000010111000010010111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000000,000100000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000000,000111000010111100010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000101000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000100000010111000010011111100000000000000000000000010000000000000,000100000010111000010011111100000000000000000000000000000000000000
000100000010111000010011111100000000000000000000000010000000000000,000100000010111000010011111100000000000000000000000000000000000000
000100000010111000010011111100000000000000000000000010000000000000,000100000010011000010011111100000000000000000000000000000000000000
000100000010111000010011111100000000000000000000000010000000000000,000100000010011000010011111100000000000000000000000000000000000000
000100000010111000010011111100000000000000000000000010000000000000,000100000010011000010011011000000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000100000010111000010011111100000000000000000000000010000000000000
000110000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000000000000000000,000111000010011000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000110000010111000010011111100000000000000000000000010000000000000,000110000010111000010010111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010101000010011111000000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111000000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010110000010001111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000000,000001000010011000010011110100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000010000000000000,000110000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000000,000000000000001000000000000000000000000000000000000000000000000000
000111000010111000000000000000000000000000000000000010000000000000,000111000010111000000000000000000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000000000000000010000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010110000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000000000000000100,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100000000000000000000000010000000000100,000111000010111000010011101100000000000000000000000000000000000100
000111000010111000010011111100000000000000000000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100000000000000000000000010000000000100,000111000010111000010011111100000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000000000000000100,000100000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000110000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000000
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000000
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111000000000000000000000000000000000000010000000000100,000110000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111000000000000000000000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000101000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111000000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000000000000000000,000111000000110000010011111100000000000000000000000000000000000000
000111000010111100010011111100010000000000000000000000000000000000,000111000010111100010011111100000000000000000000000000000000000000
000111000010111100010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100010000000000000000000000000000000000,000111000010111000010011111100010000000000000000000000000000000000
000111000010111100010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100010000000000000000000000000000000000,000111000010111000010011111100000000000000000000000000000000000000
000111000010111000010011111100010000000000000000000010000000000100,000111000010111000010011111100010000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000000000000000100
000111000010111000010011111100010000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000000,000111000010111000010011111100000000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000000000000000100
000111000010111000010011111100010000000000000000000010000000000100,000111000010111000010011111100010000000000000000000010000000000000
000111000010111000010011111100010000000000000000000010000000000100,000111000010111000010011111100010000000000000000000010000000000000
000111000010111100010011111100010000000000000000000010000000000100,000111000010111000000000000000000000000000000000000000000000000100
000111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
000111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000000000000000000
000111000010111100010011111100010000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
000111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100010000000000000000000010000000000000
000111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000010000000000100
000111000010111100010011111100010000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000100
000111000010111100010011111100010000000000000000000010000000000100,000111000010111100010011111100010000000000000000000000000000000000
000111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100010000000000000000000010000000000100
000111000010111000000000000000000000000000000000000010000000000000,000111000010111000000000000000000000000000000000000000000000000000
000111000010111000000000000000000000000000000000000010000000000000,000000000010101000000000000000000000000000000000000000000000000000
100111000010111100010011111100010000000000000000000010000000000100,000110000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,100111000010111100010011111100010000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100010000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,000111000010111100010011111100010000000000000000000010000000000100
100111000010111100010011111100010000000000000000000010000000000100,000111000010111000000000000000000000000000000000000010000000000000
100111000010111100010011111100010000000000000000000010000000000100,000111000010111000010011111100000000000000000000000000000000000000
100111000010111100010011111100010000000000010000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000010000000010000000000100,000101000010111000000000000000000000000000000000000000000000000000
100111000010111100010011111100010000000000010000000010000000000100,000111000010111100010011111100000000000000000000000000000000000000
100111000010111100010011111100010000000000010000000010000000000100,000111000010111100010011111100010000000000010000000010000000000000
100111000010111100010011111100010000000000010000000010000000000100,000111000010111100010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000010000000010000000000100,000111000010111000010011111100000000000000000000000010000000000000
100111000010111100010011111100010000000000010000000010000000000100,100111000010111100010011111100010000000000000000000010000000000100
001111000010111000010011111100000001000000000001010010010000000000,001101000010111000010011111100000001000000000001010010010000000000
000111000010111000010111111110100011010101100111111111110000001000,000111000010111000010111111110100011010101000111111111110000001000
000111000010111000010111111110100011010101110111111111110000001000,000111000010111000010111111110100011010101100111111111110000001000
000111000010111000010111111110100011010101110111111111110000001000,000111000010111000010111111110100011010101100111111111110000001000
000111000010111000010111111110100011010101110111111111110000001000,000111000010111000010111111110100011010101100111111111110000001000
000111000010111000010111111110100011010101110111111111110000001000,000111000010111000010111111110100011010101100111111111110000001000
000111000010111000010111111110100011010101110111111111110000001000,000111000010111000010111111110100011010101100111111111110000001000
000111000010111000010111111110100011010101110111111111110000001000,000111000010111000010111111110100011010101100111111111110000001000
000111000010111000010111111110100011010101110111111111110000001000,000111000010111000010111111110100011010101100111111111110000001000
000111000010111000010111111110100011010001100111111111110000001000,000111000010111000010111111110100010010001100111111001010000001000
000111000010111000010111111110100011010001100111111111110000001000,000111000010111000010111111110100011010001100111111011010000001000
000111000010111000010111111110100011010001100111111111110000111000,000101000010111000010111111110100011010001000101111111010000100000
000111000010111000010111111110100011010001100111111111110000111000,000111000010111000010111111110100011010001100111111111110000011000
000111000010111000010111111110100011010001100111111111110000111000,000101000010111000010111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000001000,000111000010111000110111111010100011010001100111111111110000000000
000111000010111000110111111110100011010001100111111111110000001000,000111000010111000010111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000001000,000111000010111000010111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000001000,000111000010111000010111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000001000,000111000010111000010111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000001000,000111000000111000010111111110100011010001100111101111110000001000
000111000010111000110111111110100011010001100111111111110000111000,000101000010111000010111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000111000,000111000010111000010111111110100011010001100111111111110000011000
000111000010111000110111111110100011010001100111111111110000111000,000111000010111000010111111110100011010001100111111111110000111000
000111000010111000110111111110100011010001100111111111110000111000,000111000010111000110111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000111000,000111000010111000010111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000111000,000111000010111000010111111110100011010001100111111111110000001000
000111000010111000110111111110100011010001100111111111110000111000,000111000010111000010111111110100011010001100111111111110000001000
001111000010111000010011111100000011001001100011010011010111000011,001111000010111000010011111100000000000000000000000000000010000011
001111000010111000010011111100000011001001100011010011010111000011,000111000010111000010011111100000011001001100011010011010111000011
000111000010111000010011111100000001001000000011000010000111000000,000111000010111000010011111100000001000000000011000010000111000000
000111000010111000010011111100000001001000000011000010000111000000,000111000010111000010011111100000001000000000011000010000111000000
000111000010111000010011111100000001001000000011000010000111000000,000111000010111000010011111100000001000000000011000010000111000000
000111000010111000010011111100000001001000000011000010000111000000,000111000010111000010011111100000001000000000011000010000111000000
000111000010111000010011111100000001001000000011000010000111000000,000111000010111000010011111100000001000000000011000010000111000000
000111000010111000010011111100000001001000000011000010000111000000,000111000010111000010011111100000001000000000011000010000111000000
001111000010111000010011111100000011001001100011010011010111000011,000111000010111000010011111100000001001000000011000010000111000000
001111000010111000010011111100000001000000000011000010000111001000,000111000010111000010011111100000001000000000011000010000101001000
001111000010111000010011101100000001000000000011000010000111001000,001111000010111000010011101100000001000000000011000010000111000000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001000000000011000010000111000000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011101100000001000000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000010000010000110100000
000111000010111000010011111100000001001000000011000010000111100000,000111000010111000010011111100000001000000000011000010000111100000
000111000010111000010011111100000001001000000011000010000111100000,000111000010111000010011111100000001000000000011000010000111100000
000111000010111000010011111100000001001000000011000010000111100000,000101000010111000010011111100000001000000000011000010000110100000
000111000010111000010011111100000001001000000011000010000111100000,000111000010111000010011111100000001001000000011000010000101100000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000001001000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001000000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111101000,000101000010111000010011111100000001001000000011000010000101100000
001111000010111000010011111100000001001000000011000010000111011000,001111000010111000010011111100000001000000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111011000,000111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111011000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111011000,000111000010111000010011111100000001001000000011000010000111010000
001111000010111000010011111100000001001000000011000010000111011000,000111000010111000010011111100000001001000000011000010000111000000
001111000010111000010011111100000001001000000011000010000111111000,000111000010111000010011111100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111111000,001111000010111000010011111100000001000000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111111000,001111000010111000010011111100000001001000000011000010000111101000
001111000010111000010011111100000001001000000011000010000111111000,000111000010111000010011111100000001001000000011000010000110100000
001111000010111000010011111100000001001000000011000010000111111000,000111000010111000010011111100000001001000000011000010000111000000
001111000010111000010011111100000001001000000011000010000111111000,001111000010111000010011111100000001001000000011000010000111001000
001111000010111000010011111100000001001000000011000010000111111000,000111000010111000010011111100000001000000000001000010000111100000
001111000010111000010011111100000001001000000011000010000111111000,000101000010111000010011101100000001001000000011000010000111100000
001111000010111000010011111100000001001000000011000010000111111000,001111000010111000010011111100000001001000000011000010000111101000
001111000010111000010011111100000001001000000011000010000111111000,000111000010111000010011111100000001000000000011000010000111100000
